osm_id,lon,lat,building_tag,name,용도분류,판정단계,판정근거
w26658456,126.995208,37.569393,yes,세운전자상가,상업·업무,L3,명칭 '세운전자상가' 중 '상가'
w60839164,126.982767,37.563456,yes,눈스퀘어,상업·업무,L2,shop=mall
w117914845,126.980471,37.565225,yes,롯데시티호텔,상업·업무,L2,tourism=hotel
w135131187,127.004274,37.579179,yes,한국방송통신대학교 나눔관,공공·교육,L3,명칭 '한국방송통신대학교 나눔관' 중 '대학교'
w135131190,127.003732,37.579649,yes,한국방송통신대학교 열린관,공공·교육,L3,명칭 '한국방송통신대학교 열린관' 중 '대학교'
w135131193,127.003957,37.578573,yes,서울대학교의과대학 국제관,공공·교육,L3,명칭 '서울대학교의과대학 국제관' 중 '대학교'
w135131195,127.003587,37.579057,yes,한국방송통신대학교 창조관,공공·교육,L3,명칭 '한국방송통신대학교 창조관' 중 '대학교'
w141779172,126.977590,37.569801,yes,일민미술관,종교·문화,L2,tourism=gallery
w141957146,126.981070,37.569855,yes,알파빌딩 (Alpha Building),상업·업무,L3,명칭 '알파빌딩 (Alpha Building)' 중 '빌딩'
w141957147,126.978029,37.569848,public,광화문우체국,공공·교육,L1,building=public
w141957150,126.978793,37.569829,yes,한국무역보혐공사 (Ksure),공공·교육,L3,명칭 '한국무역보혐공사 (Ksure)' 중 '공사'
w141957167,126.982174,37.569688,yes,영풍문고,상업·업무,L4,"내부 POI 4개: 영풍문고 (YP Books), 스타벅스 영풍문고점, KB국민은행"
w141957171,126.977852,37.573827,yes,대한민국역사박물관,종교·문화,L2,tourism=museum
w141957172,126.978002,37.570927,commercial,교보생명빌딩,상업·업무,L1,building=commercial
w141957173,126.980273,37.569734,yes,SK 서린빌딩,상업·업무,L3,명칭 'SK 서린빌딩' 중 '빌딩'
w141957175,126.979600,37.569828,yes,,상업·업무,L4,"내부 POI 2개: 공안과 의원, 민소한우"
w141957176,126.977854,37.572194,yes,KT광화문빌딩 West,상업·업무,L3,명칭 'KT광화문빌딩 West' 중 '빌딩'
w142096701,126.974801,37.569685,office,,상업·업무,L1,building=office
w142096702,126.976094,37.570964,yes,현대해상빌딩,상업·업무,L2,office=insurance
w142096704,126.982299,37.568357,commercial,DGB금융센터,상업·업무,L1,building=commercial
w142096705,126.976117,37.569613,yes,광화문빌딩,상업·업무,L3,명칭 '광화문빌딩' 중 '빌딩'
w142096706,126.981214,37.569352,yes,관정빌딩,상업·업무,L3,명칭 '관정빌딩' 중 '빌딩'
w170199399,126.976408,37.579801,yes,,종교·문화,L2,historic=yes
w170199400,126.978089,37.580282,yes,자경전,종교·문화,L2,historic=building
w170199402,126.994033,37.579708,yes,양화당,종교·문화,L2,historic=yes
w170199411,126.994261,37.579256,yes,환경전,종교·문화,L2,historic=yes
w170199412,126.992342,37.580380,yes,경훈각,종교·문화,L6,포함 영역: historic=castle (창덕궁)
w170199416,126.977380,37.579369,yes,연생전,종교·문화,L2,historic=yes
w170199421,126.990124,37.579656,yes,구선원전,종교·문화,L3,명칭 '구선원전' 중 '선원'
w170199423,126.976980,37.579055,yes,사정전,종교·문화,L2,historic=yes
w170199424,126.976641,37.579394,yes,경성전,종교·문화,L2,historic=castle
w170199428,126.976954,37.578528,yes,근정전,종교·문화,L2,historic=building
w170199436,126.993688,37.579685,yes,통명전,종교·문화,L2,historic=yes
w170199437,126.987775,37.578721,yes,현대엔지니어링,상업·업무,L4,내부 POI 1개: 이마트24
w170199439,126.976640,37.579084,yes,천추전,종교·문화,L2,historic=yes
w170199440,126.976812,37.575926,yes,광화문,종교·문화,L2,historic=city_gate
w170199441,126.977333,37.579062,yes,만춘전,종교·문화,L2,historic=yes
w170199443,126.978381,37.579005,yes,비현각,종교·문화,L2,historic=yes
w170199444,126.977362,37.579544,yes,연길당,종교·문화,L2,historic=yes
w170199447,126.976606,37.579726,yes,흠경각,종교·문화,L2,historic=yes
w170199448,126.977916,37.579013,yes,자선당,종교·문화,L2,historic=yes
w170199455,126.989953,37.577854,yes,돈화문,종교·문화,L2,historic=city_gate
w170199459,126.978578,37.580634,yes,재수합,종교·문화,L6,포함 영역: tourism=museum (국립민속박물관)
w170199463,126.976599,37.579966,yes,함원전,종교·문화,L2,historic=building
w170199464,126.976700,37.579574,yes,응지당,종교·문화,L2,historic=yes
w170199467,126.975920,37.578960,yes,수정전,종교·문화,L2,historic=building
w170199469,126.975924,37.579717,yes,경회루,종교·문화,L2,historic=building
w170199470,126.976827,37.579259,yes,,종교·문화,L2,historic=castle
w170199474,126.987485,37.577930,yes,현대건설 본사,상업·업무,L2,office=company
w170199477,126.976985,37.579515,yes,강녕전,종교·문화,L2,historic=building
w170199482,126.989931,37.580385,yes,의풍각,종교·문화,L6,포함 영역: historic=castle (창덕궁)
w170199483,126.978102,37.580109,yes,,종교·문화,L2,historic=building
w170207588,126.996928,37.582522,yes,국립서울과학관,종교·문화,L2,tourism=museum
w170403781,126.994553,37.574568,gate,,종교·문화,L1,building=gate
w170403782,126.994610,37.572111,yes,외대문,종교·문화,L2,historic=city_gate
w170403783,126.994443,37.573916,yes,,종교·문화,L2,historic=yes
w170403785,126.994753,37.574890,yes,,종교·문화,L6,포함 영역: amenity=place_of_worship
w170403786,126.993671,37.574336,gate,남신문,종교·문화,L1,building=gate
w170403790,126.994047,37.574260,yes,공신당,종교·문화,L2,historic=building
w170403795,126.995041,37.572621,yes,관리소,공공·교육,L2,amenity=ranger_station
w170403796,126.992460,37.575531,gate,남신문,종교·문화,L1,building=gate
w170403797,126.993957,37.583355,yes,,종교·문화,L6,포함 영역: historic=castle (창경궁)
w170403798,126.992670,37.583303,yes,선향재,종교·문화,L6,포함 영역: historic=castle (창덕궁)
w170403799,126.994845,37.573081,yes,,종교·문화,L6,포함 영역: amenity=place_of_worship
w170403801,126.992694,37.582077,yes,주합루,종교·문화,L2,historic=yes
w170403802,126.994022,37.574890,shrine,정전,종교·문화,L1,building=shrine
w170403806,126.994629,37.574712,yes,,종교·문화,L6,포함 영역: historic=yes
w170403807,126.993268,37.574492,yes,칠사당,종교·문화,L2,historic=building
w170403808,126.994917,37.572840,yes,공민왕신당,종교·문화,L6,포함 영역: historic=yes
w170403811,126.992290,37.581092,yes,가정당,종교·문화,L6,포함 영역: historic=castle (창덕궁)
w170403813,126.994608,37.573977,yes,,종교·문화,L2,historic=yes
w170403815,126.989790,37.578851,yes,내각,종교·문화,L6,포함 영역: historic=castle (창덕궁)
w170403819,126.969518,37.554546,yes,,상업·업무,L2,office=quango
w170403820,126.994827,37.574878,yes,전사청,종교·문화,L6,포함 영역: amenity=place_of_worship
w170403824,126.992427,37.582032,yes,서향각,종교·문화,L2,historic=yes
w170403825,126.994030,37.582984,greenhouse,대온실,기타·부속,L1,building=greenhouse
w170403828,126.992786,37.575918,shrine,영녕전,종교·문화,L1,building=shrine
w172169454,126.948898,37.582748,apartments,110,주거,L1,building=apartments
w172169629,126.947136,37.583494,apartments,105,주거,L1,building=apartments
w172169743,126.947445,37.583048,apartments,106,주거,L1,building=apartments
w172169875,126.948105,37.582731,apartments,109,주거,L1,building=apartments
w172169969,126.947672,37.582435,apartments,108,주거,L1,building=apartments
w172170032,126.946831,37.582637,apartments,107,주거,L1,building=apartments
w172246208,126.948001,37.583067,yes,,상업·업무,L4,"내부 POI 6개: 한양종합상가, CU, 굿아이스크림"
w172469442,126.949468,37.582259,apartments,101,주거,L1,building=apartments
w172469950,126.949829,37.582013,apartments,102,주거,L1,building=apartments
w172471941,126.949772,37.582749,yes,,상업·업무,L4,내부 POI 1개: 더 하우스 헤어
w172471942,126.949635,37.582850,yes,,상업·업무,L5,인접 POI 스냅 1개: 헤어짱 (8m)
w172471943,126.948401,37.583202,yes,,주거,L6,포함 영역: landuse=residential (홍제한양아파트)
w172471944,126.949778,37.582869,yes,,상업·업무,L4,"내부 POI 2개: 오니쿡스튜디오, oneecook(오니쿡)"
w172471945,126.949696,37.582943,yes,,상업·업무,L5,인접 POI 스냅 1개: 파리바게트 (1m)
w172644401,126.949381,37.582706,yes,,상업·업무,L4,내부 POI 1개: 정가네정육점
w172644409,126.949580,37.582983,yes,,미분류,-,OSM 내 용도 근거 없음
w172644410,126.949691,37.583115,yes,,상업·업무,L4,내부 POI 1개: 아이힐안경
w172644412,126.949268,37.582776,yes,,미분류,-,OSM 내 용도 근거 없음
w172644413,126.949387,37.582905,yes,,미분류,-,OSM 내 용도 근거 없음
w172644414,126.949488,37.583026,yes,,미분류,-,OSM 내 용도 근거 없음
w172644415,126.948993,37.583097,yes,,미분류,-,OSM 내 용도 근거 없음
w172644417,126.949220,37.583275,yes,,미분류,-,OSM 내 용도 근거 없음
w172644660,126.948906,37.583425,yes,,상업·업무,L4,내부 POI 1개: 해남이발관
w172644661,126.948648,37.583289,yes,,미분류,-,OSM 내 용도 근거 없음
w172644662,126.949102,37.583531,yes,,상업·업무,L4,"내부 POI 2개: 달다구리제작소, 케이약국"
w172644663,126.948756,37.583324,yes,,미분류,-,OSM 내 용도 근거 없음
w172644664,126.949482,37.583335,yes,,미분류,-,OSM 내 용도 근거 없음
w172644665,126.949315,37.583521,yes,,상업·업무,L4,"내부 POI 4개: 한베고기집, 싱크대119, 빛가온 동물병원"
w173001960,126.951498,37.579626,school,서울안산초등학교,공공·교육,L1,building=school
w174104314,126.955506,37.573017,yes,이진아 기념도서관,공공·교육,L2,amenity=library
w174117674,126.948150,37.584738,yes,하이마트,상업·업무,L2,shop=electronics
w181574565,126.973739,37.565897,roof,,기타·부속,L1,building=roof
w181574566,126.975429,37.565722,yes,,종교·문화,L2,historic=yes
w181574567,126.975140,37.566128,yes,석어당,종교·문화,L2,historic=yes
w181574569,126.975522,37.565957,yes,덕홍전,종교·문화,L2,historic=yes
w181574570,126.975908,37.565806,yes,,종교·문화,L5,인접 POI 스냅 1개: historic=yes (5m)
w181574572,126.974740,37.566360,yes,준명당,종교·문화,L2,historic=yes
w181574573,126.975315,37.565744,yes,,종교·문화,L2,historic=yes
w181574575,126.973705,37.566094,roof,,기타·부속,L1,building=roof
w181574576,126.973792,37.565676,roof,,기타·부속,L1,building=roof
w181574577,126.974813,37.565801,yes,중화전,종교·문화,L2,historic=yes
w181574578,126.974957,37.566313,yes,즉조당,종교·문화,L2,historic=yes
w181574579,126.973781,37.566058,roof,,기타·부속,L1,building=roof
w181574580,126.974657,37.565223,gate,중화문,종교·문화,L1,building=gate
w181574581,126.973727,37.565713,roof,,기타·부속,L1,building=roof
w196064308,126.955257,37.571967,apartments,113,주거,L1,building=apartments
w196064309,126.956100,37.571985,apartments,102,주거,L1,building=apartments
w196064310,126.957772,37.571801,apartments,106,주거,L1,building=apartments
w196064311,126.957696,37.572554,apartments,109,주거,L1,building=apartments
w196064312,126.955633,37.571689,apartments,101,주거,L1,building=apartments
w196064313,126.957263,37.572240,apartments,110,주거,L1,building=apartments
w196064314,126.958077,37.571542,apartments,107,주거,L1,building=apartments
w196064315,126.954857,37.572575,apartments,115,주거,L1,building=apartments
w196064316,126.955702,37.572317,apartments,112,주거,L1,building=apartments
w196064317,126.956717,37.571736,apartments,103,주거,L1,building=apartments
w196064318,126.956382,37.572286,apartments,111,주거,L1,building=apartments
w196064320,126.958066,37.572271,apartments,108,주거,L1,building=apartments
w196064321,126.957330,37.571489,apartments,105,주거,L1,building=apartments
w196064787,126.955915,37.574533,yes,지하옥사,미분류,-,OSM 내 용도 근거 없음
w196064788,126.955575,37.574841,yes,,미분류,-,OSM 내 용도 근거 없음
w196064789,126.955765,37.574598,yes,,미분류,-,OSM 내 용도 근거 없음
w196064790,126.956291,37.574449,yes,,종교·문화,L4,내부 POI 1개: 서대문형무소역사관
w196064792,126.951628,37.574639,apartments,,주거,L1,building=apartments
w196064793,126.952080,37.574920,apartments,,주거,L1,building=apartments
w196064794,126.955773,37.574104,yes,,미분류,-,OSM 내 용도 근거 없음
w196064796,126.955551,37.574336,yes,,미분류,-,OSM 내 용도 근거 없음
w196064797,126.955036,37.574450,yes,공작사,미분류,-,OSM 내 용도 근거 없음
w196064798,126.954043,37.572730,apartments,116,주거,L1,building=apartments
w196064800,126.955436,37.574600,yes,,미분류,-,OSM 내 용도 근거 없음
w196064801,126.956755,37.574398,yes,,미분류,-,OSM 내 용도 근거 없음
w196065374,126.953299,37.576590,school,,공공·교육,L1,building=school
w196065376,126.954366,37.576025,yes,국립대한민국임시정부기념관,종교·문화,L2,tourism=museum
w196065378,126.952986,37.576509,school,,공공·교육,L1,building=school
w196065383,126.952341,37.575869,school,,공공·교육,L1,building=school
w196066639,126.959584,37.574452,apartments,111동,주거,L1,building=apartments
w196066644,126.959205,37.574242,yes,,상업·업무,L4,"내부 POI 12개: 크린토피아 코인워시 독립문현대점, GS FRESH, 옛날순대"
w196066645,126.959821,37.574929,apartments,110동,주거,L1,building=apartments
w196066648,126.960378,37.574822,apartments,109동,주거,L1,building=apartments
w196066651,126.961211,37.573065,yes,,공공·교육,L6,포함 영역: amenity=school (대신중고등학교)
w196068638,126.965154,37.575794,yes,,미분류,-,OSM 내 용도 근거 없음
w196068639,126.964563,37.576635,yes,,미분류,-,OSM 내 용도 근거 없음
w196068640,126.964723,37.576487,yes,,미분류,-,OSM 내 용도 근거 없음
w196068641,126.961267,37.577266,yes,,공공·교육,L5,인접 POI 스냅 1개: 종로구 기록물자료관 (9m)
w196068642,126.965496,37.575573,yes,,미분류,-,OSM 내 용도 근거 없음
w196068643,126.960706,37.576789,yes,,미분류,-,OSM 내 용도 근거 없음
w196068644,126.966421,37.576405,yes,종로도서관,공공·교육,L2,amenity=library
w196068897,126.970622,37.575028,yes,인왕빌딩,상업·업무,L3,명칭 '인왕빌딩' 중 '빌딩'
w196068898,126.970035,37.575378,cathedral,세종로성당,종교·문화,L1,building=cathedral
w196068899,126.970780,37.574298,apartments,파크팰리스 101동,주거,L1,building=apartments
w196068900,126.970556,37.573881,apartments,파크팰리스 103동,주거,L1,building=apartments
w196068901,126.970279,37.574179,apartments,파크팰리스 102동,주거,L1,building=apartments
w196070395,126.973127,37.573382,yes,,상업·업무,L5,인접 POI 스냅 1개: GS25 종로내수점 (2m)
w196070399,126.972306,37.571651,commercial,,상업·업무,L1,building=commercial
w196070400,126.973041,37.573835,apartments,광화문시대 오피스텔,주거,L1,building=apartments
w196070401,126.973359,37.573500,apartments,용비어천가 오피스텔,주거,L1,building=apartments
w196070800,126.972901,37.570572,yes,대우건설,상업·업무,L2,office=company
w196070801,126.973126,37.572467,yes,KB국민카드,상업·업무,L2,office=company
w196070802,126.973721,37.571307,apartments,,주거,L1,building=apartments
w196070803,126.974339,37.571304,yes,변호사회관빌딩,상업·업무,L3,명칭 '변호사회관빌딩' 중 '빌딩'
w196070804,126.974200,37.571836,yes,로얄빌딩,상업·업무,L3,명칭 '로얄빌딩' 중 '빌딩'
w196070805,126.972868,37.571238,apartments,신문로주상복합,주거,L1,building=apartments
w196070806,126.973026,37.572897,apartments,세종로대우아파트,주거,L1,building=apartments
w196070807,126.973216,37.571817,apartments,세종아파트,주거,L1,building=apartments
w196071778,126.969653,37.569542,yes,흥화문,종교·문화,L6,포함 영역: historic=castle (경희궁)
w196072046,126.967860,37.571545,yes,자정문,종교·문화,L6,포함 영역: historic=castle (경희궁)
w196072047,126.967206,37.570211,yes,서울특별시교육청,공공·교육,L2,office=government
w196072048,126.967763,37.571477,yes,,종교·문화,L6,포함 영역: historic=castle (경희궁)
w196072049,126.967406,37.571442,yes,태령전,종교·문화,L6,포함 영역: historic=castle (경희궁)
w196072050,126.967395,37.569858,yes,서울특별시교육청 별관,공공·교육,L2,office=government
w196072051,126.968151,37.570864,yes,,종교·문화,L6,포함 영역: historic=castle (경희궁)
w196072052,126.968059,37.571422,yes,숭정전,종교·문화,L6,포함 영역: historic=castle (경희궁)
w196072053,126.968149,37.571698,yes,,종교·문화,L6,포함 영역: historic=castle (경희궁)
w196072054,126.968521,37.571261,yes,,종교·문화,L6,포함 영역: historic=castle (경희궁)
w196072055,126.968380,37.570977,yes,숭정문,종교·문화,L6,포함 영역: historic=castle (경희궁)
w196072056,126.967770,37.571310,yes,,종교·문화,L4,"내부 POI 2개: 경희궁, 경희궁"
w196076050,126.975012,37.573544,yes,정부서울청사 별관,공공·교육,L2,office=government
w196076051,126.974867,37.574842,office,정부서울청사,상업·업무,L1,building=office
w196077509,126.978947,37.573934,yes,,미분류,-,OSM 내 용도 근거 없음
w196077510,126.978974,37.573898,yes,이마빌딩,상업·업무,L3,명칭 '이마빌딩' 중 '빌딩'
w196077511,126.978966,37.573490,yes,대림빌딩,상업·업무,L3,명칭 '대림빌딩' 중 '빌딩'
w196077512,126.977759,37.572142,yes,,상업·업무,L4,내부 POI 1개: 파리바게뜨
w196077514,126.979822,37.574100,yes,서울지방국세청,공공·교육,L2,office=government
w196079103,126.980369,37.572884,yes,석탄회관,상업·업무,L4,"내부 POI 3개: 주한베트남대사관, Office Depot, 구름산추어탕 광화문점"
w196079106,126.977820,37.573141,yes,주한미국대사관,공공·교육,L2,office=diplomatic
w196079112,126.983952,37.576417,yes,전시3동,종교·문화,L2,tourism=museum
w198561926,126.978206,37.566632,yes,서울특별시청,공공·교육,L2,amenity=townhall
w210335697,126.987392,37.563177,cathedral,명동대성당 본당,종교·문화,L1,building=cathedral
w216477743,126.973939,37.555429,office,서울스퀘어,상업·업무,L1,building=office
w221428394,126.973351,37.576859,yes,금융감독원연수원,상업·업무,L6,포함 영역: landuse=commercial
w221429318,126.973368,37.577484,yes,대림미술관,종교·문화,L2,tourism=museum
w221431962,126.970379,37.571517,yes,,미분류,-,OSM 내 용도 근거 없음
w222964068,126.969867,37.584072,yes,세종마을 푸르메 재활센터,공공·교육,L2,healthcare=rehabilitation
w222965064,126.972593,37.580118,yes,서울지방경찰청 202경비대,공공·교육,L2,amenity=police
w222969810,126.974533,37.584518,yes,경호실,공공·교육,L6,포함 영역: office=government (청와대)
w222969811,126.974711,37.584725,yes,경호실,공공·교육,L6,포함 영역: office=government (청와대)
w222969812,126.975711,37.584383,yes,경호실,공공·교육,L6,포함 영역: office=government (청와대)
w222969852,126.971921,37.583408,yes,,공공·교육,L5,인접 POI 스냅 1개: 청운파출소 (7m)
w222969854,126.972547,37.581285,yes,,공공·교육,L6,포함 영역: military=training_area
w222969934,126.978446,37.588454,yes,,미분류,-,OSM 내 용도 근거 없음
w222969935,126.983014,37.588335,hospital,,공공·교육,L1,building=hospital
w222969936,126.983907,37.587207,yes,,공공·교육,L6,포함 영역: office=government (감사원)
w222969937,126.985988,37.586850,yes,통일부 남북회담본부,공공·교육,L4,내부 POI 1개: 통일부 남북회담본부
w222969939,126.982723,37.585766,yes,한국금융연수원,상업·업무,L6,포함 영역: landuse=commercial
w223158436,126.975427,37.572490,yes,세종문화회관 대극장,종교·문화,L2,amenity=theatre
w223158439,126.975806,37.571976,yes,세종문화회관 체임버홀,종교·문화,L2,amenity=theatre
w223158441,126.973967,37.569771,office,S타워,상업·업무,L1,building=office
w223158443,126.973187,37.569745,yes,콘코디언,상업·업무,L4,내부 POI 1개: FOURB
w223158445,126.971908,37.568707,apartments,덕수궁디팰리스아파트,주거,L1,building=apartments
w223158447,126.975247,37.567843,yes,조선일보미술관,종교·문화,L2,tourism=gallery
w223158449,126.973951,37.575051,yes,노스게이트,상업·업무,L4,내부 POI 1개: 스타벅스
w223158451,126.973484,37.574395,residential,광화문플래티넘오피스텔,주거,L1,building=residential
w223158453,126.979021,37.574677,office,케이트윈타워,상업·업무,L1,building=office
w223158455,126.981175,37.574393,commercial,수송스퀘어,상업·업무,L1,building=commercial
w223158457,126.980403,37.573490,yes,코리안리재보험빌딩,상업·업무,L3,명칭 '코리안리재보험빌딩' 중 '빌딩'
w223158459,126.982313,37.570854,yes,,상업·업무,L4,"내부 POI 2개: SC제일은행, 에콰도르 대사관"
w223165014,126.979398,37.566458,yes,금세기빌딩,상업·업무,L3,명칭 '금세기빌딩' 중 '빌딩'
w223165015,126.981923,37.566406,yes,하나은행,상업·업무,L2,amenity=bank
w223165016,126.983781,37.567005,yes,페럼타워,상업·업무,L3,명칭 '페럼타워' 중 '타워'
w223166193,126.977835,37.569536,yes,동아일보사,상업·업무,L2,office=newspaper
w223166195,126.973796,37.577236,yes,,상업·업무,L4,"내부 POI 2개: 테일러커피, 쿠오카"
w223296622,126.964539,37.555818,yes,손기정기념관,종교·문화,L2,tourism=museum
w223418026,126.974662,37.564515,yes,서울특별시의회 별관1동,공공·교육,L2,office=government
w223418027,126.975543,37.562340,yes,삼성본관빌딩,상업·업무,L3,명칭 '삼성본관빌딩' 중 '빌딩'
w223418200,126.975090,37.566922,yes,,공공·교육,L6,포함 영역: office=diplomatic (주한영국대사관)
w223418691,126.976005,37.567047,church,서울성공회교회당,종교·문화,L1,building=church
w223418692,126.976608,37.567486,public,서울특별시의회,공공·교육,L1,building=public
w223418693,126.984188,37.571829,yes,하나투어,상업·업무,L2,shop=travel_agency
w223420988,126.972426,37.585259,yes,,미분류,-,OSM 내 용도 근거 없음
w223420999,126.970992,37.582295,yes,,상업·업무,L4,내부 POI 1개: 아모멘토 플래그십
w224707447,126.976060,37.583437,yes,집옥재,종교·문화,L6,포함 영역: historic=castle (경복궁)
w228470295,126.967808,37.573508,apartments,106동,주거,L1,building=apartments
w228470311,126.968476,37.573922,apartments,104동,주거,L1,building=apartments
w228470338,126.968035,37.574295,apartments,103동,주거,L1,building=apartments
w228470365,126.969153,37.574291,apartments,105동,주거,L1,building=apartments
w228470415,126.968688,37.574667,apartments,102동,주거,L1,building=apartments
w228470425,126.969681,37.574723,apartments,101동,주거,L1,building=apartments
w228470498,126.968327,37.572251,yes,아산정책연구원,공공·교육,L3,명칭 '아산정책연구원' 중 '연구원'
w228470523,126.968998,37.573465,office,축구회관,상업·업무,L1,building=office
w228470767,126.968838,37.576177,government,사직동 주민센터,공공·교육,L1,building=government
w231712176,126.971744,37.579552,yes,,상업·업무,L6,포함 영역: landuse=retail
w231712178,126.971595,37.579547,yes,,상업·업무,L4,내부 POI 1개: 르플랑에떼 서촌 플래그십 스토어
w231712179,126.971742,37.579619,yes,,상업·업무,L6,포함 영역: landuse=retail
w231808858,126.972291,37.577802,yes,,상업·업무,L4,"내부 POI 2개: 세븐일레븐, 711짐PT&칼리아르니스"
w231809142,126.972326,37.577697,yes,,상업·업무,L6,포함 영역: landuse=retail
w231809143,126.972632,37.577996,yes,겔러리&카페,상업·업무,L6,포함 영역: landuse=retail
w231809144,126.972509,37.577686,yes,,상업·업무,L6,포함 영역: landuse=retail
w231809145,126.972486,37.577846,yes,,상업·업무,L6,포함 영역: landuse=retail
w231809146,126.972486,37.577941,yes,,상업·업무,L6,포함 영역: landuse=retail
w231820709,126.972823,37.577991,yes,,상업·업무,L4,내부 POI 1개: 어라운드시소
w231820710,126.972346,37.577628,yes,,상업·업무,L4,내부 POI 1개: 콩밭
w231820712,126.973486,37.577860,yes,,상업·업무,L6,포함 영역: landuse=retail
w231820713,126.972391,37.577469,yes,,상업·업무,L6,포함 영역: landuse=retail
w231820714,126.973713,37.578099,yes,,종교·문화,L5,인접 POI 스냅 1개: 오디오가이 스튜디오 (4m)
w231820715,126.972647,37.577720,yes,,상업·업무,L6,포함 영역: landuse=retail
w231820716,126.973125,37.578062,yes,,상업·업무,L6,포함 영역: landuse=retail
w231820717,126.972562,37.577560,yes,올리바가든,상업·업무,L2,amenity=restaurant
w231820718,126.973668,37.577648,yes,,상업·업무,L6,포함 영역: landuse=retail
w231820719,126.972410,37.577352,yes,,상업·업무,L4,"내부 POI 2개: 인도의향기, 효자동초밥"
w231820720,126.972598,37.577381,yes,서화한복,상업·업무,L2,shop=clothes
w231820721,126.972270,37.577886,yes,,상업·업무,L4,내부 POI 1개: 봉피양
w231820722,126.972303,37.577962,yes,,상업·업무,L6,포함 영역: landuse=retail
w231820723,126.973446,37.577703,yes,,상업·업무,L6,포함 영역: landuse=retail
w231820724,126.972889,37.577430,yes,,상업·업무,L6,포함 영역: landuse=retail
w231820725,126.973204,37.577851,yes,,상업·업무,L4,내부 POI 1개: 라이프이즈로맨스
w231820726,126.972212,37.577940,yes,,상업·업무,L4,내부 POI 1개: 통의동단팥
w231820727,126.972957,37.578052,yes,,상업·업무,L6,포함 영역: landuse=retail
w231820728,126.972939,37.577579,yes,,상업·업무,L6,포함 영역: landuse=retail
w231820729,126.973390,37.578098,yes,,상업·업무,L6,포함 영역: landuse=retail
w231820730,126.973706,37.577779,yes,,상업·업무,L6,포함 영역: landuse=retail
w231820731,126.973166,37.577691,yes,,상업·업무,L6,포함 영역: landuse=retail
w231820732,126.973249,37.578105,yes,,종교·문화,L4,내부 POI 1개: 갤러리시몬
w231821409,126.970543,37.579530,yes,,상업·업무,L6,포함 영역: landuse=commercial
w231821410,126.970821,37.579560,yes,,상업·업무,L6,포함 영역: landuse=commercial
w231821411,126.970245,37.579552,yes,,상업·업무,L6,포함 영역: landuse=commercial
w231821412,126.971113,37.579539,yes,,상업·업무,L4,"내부 POI 2개: 형제마켓, 음악의숲"
w231821414,126.970714,37.579563,yes,,상업·업무,L6,포함 영역: landuse=commercial
w231821415,126.970659,37.579581,yes,,상업·업무,L6,포함 영역: landuse=commercial
w231821417,126.970444,37.579596,yes,,상업·업무,L4,내부 POI 1개: 스노브(snob)
w231821418,126.970563,37.579584,yes,,상업·업무,L4,내부 POI 1개: shop=coffee
w231821903,126.971885,37.580007,yes,,종교·문화,L4,내부 POI 1개: 창성동실험실
w231821904,126.972029,37.580100,yes,,상업·업무,L4,"내부 POI 2개: 고희, 바버샵"
w231821906,126.971808,37.580215,retail,,상업·업무,L1,building=retail
w231821907,126.971900,37.579802,yes,,종교·문화,L4,내부 POI 1개: 리안갤러리서울
w231821908,126.971566,37.580335,yes,,상업·업무,L4,내부 POI 1개: Purple Wine Cellar
w231821909,126.971549,37.579746,yes,,상업·업무,L6,포함 영역: landuse=retail
w231821911,126.971503,37.580069,yes,,상업·업무,L4,내부 POI 1개: 아씨고전의상실
w231821912,126.971519,37.579961,yes,,상업·업무,L4,내부 POI 1개: amenity=restaurant
w231821913,126.971679,37.579545,yes,,상업·업무,L6,포함 영역: landuse=retail
w231821914,126.971649,37.580094,yes,,상업·업무,L6,포함 영역: landuse=retail
w231821915,126.971705,37.580285,yes,,상업·업무,L6,포함 영역: landuse=retail
w231821916,126.971948,37.579915,yes,,상업·업무,L4,내부 POI 1개: 므스크안테나숍
w231821917,126.971864,37.579900,yes,,상업·업무,L6,포함 영역: landuse=retail
w231821918,126.971990,37.580239,yes,,종교·문화,L4,내부 POI 1개: 갤러리그리다
w231821919,126.971876,37.579605,retail,,상업·업무,L1,building=retail
w231821920,126.971672,37.580354,yes,,상업·업무,L6,포함 영역: landuse=retail
w231821921,126.971554,37.580216,yes,,상업·업무,L6,포함 영역: landuse=retail
w231821922,126.971551,37.579833,yes,,상업·업무,L6,포함 영역: landuse=retail
w231821923,126.971955,37.580337,yes,,상업·업무,L6,포함 영역: landuse=retail
w231821924,126.971575,37.579617,yes,,상업·업무,L4,내부 POI 1개: 창성갈비
w231821925,126.972071,37.580343,yes,,상업·업무,L6,포함 영역: landuse=retail
w231821926,126.971826,37.580315,yes,,상업·업무,L6,포함 영역: landuse=retail
w231821927,126.971784,37.580138,retail,,상업·업무,L1,building=retail
w231821929,126.971804,37.580390,yes,,상업·업무,L6,포함 영역: landuse=retail
w231822090,126.973313,37.580494,yes,,미분류,-,OSM 내 용도 근거 없음
w231822091,126.972967,37.580463,yes,,미분류,-,OSM 내 용도 근거 없음
w231822092,126.973067,37.580636,yes,,미분류,-,OSM 내 용도 근거 없음
w231822093,126.973438,37.580280,yes,,미분류,-,OSM 내 용도 근거 없음
w231822094,126.972970,37.580365,yes,,미분류,-,OSM 내 용도 근거 없음
